0.05	0.9715	0.0016640468458521583	0.9730524000000002
0.07285714285714286	0.9702	0.0017004367522830272	0.9710464
0.09571428571428571	0.9618	0.001916883784777896	0.9658642
0.11857142857142858	0.9544	0.0020862644247374284	0.9602646
0.14142857142857143	0.9373	0.0024243470761989884	0.9500476000000002
0.16428571428571428	0.9045	0.0029391901748421095	0.9312358000000002
0.18714285714285714	0.8492	0.0035787171893951275	0.8965968000000001
0.21	0.7523	0.004316982121049765	0.8386352
0.23285714285714285	0.5947	0.004909745569798505	0.747833
0.2557142857142857	0.3987	0.0048965527284879	0.6262518
0.2785714285714286	0.2079	0.004058251586655768	0.5013209999999999
0.30142857142857143	0.0764	0.002656503284577322	0.3998944
0.3242857142857143	0.0226	0.001486319250528449	0.3323746
0.34714285714285714	0.0033	0.0005735363060778619	0.28147140000000004
0.37	0.0003	0.00017318775765030276	0.23894400000000002
0.39285714285714285	0.0	0.0	0.19608520000000004
0.4157142857142857	0.0	0.0	0.154244
0.43857142857142856	0.0	0.0	0.1115076
0.4614285714285714	0.0	0.0	0.06942040000000002
0.48428571428571426	0.0	0.0	0.0293878
0.5071428571428571	0.0	0.0	-0.0131318
0.53	0.0	0.0	-0.05508679999999999
