0.14	0.9984	0.00039969985739001673	0.995086
0.16	0.9977	0.0004790552675787415	0.9944183333333334
0.18	0.9948	0.0007192688890626906	0.9931233333333334
0.2	0.9876	0.0011066826440526952	0.9893386666666667
0.22	0.9764	0.0015180693177339918	0.9829873333333333
0.24	0.9462	0.0022563388722686684	0.9665536666666666
0.26	0.8902	0.003126559376911581	0.9363576666666668
0.28	0.794	0.0040445068677875135	0.8829509999999998
0.3	0.6414	0.004796134306963163	0.7911799999999999
0.32	0.4481	0.004973239619325731	0.6677213333333333
0.34	0.2679	0.004428873501472943	0.5381076666666665
0.36	0.1297	0.003359898791926506	0.411441
0.38	0.0552	0.0022838164509780927	0.3257526666666667
0.4	0.0166	0.001277735207594309	0.24563433333333337
0.42	0.004	0.0006312209153572136	0.18975133333333333
0.44	0.0009	0.0002998799639843913	0.13582399999999997
0.46	0.0002	0.0001414142842854992	0.09174033333333334
0.48	0.0	0.0	0.045887333333333336
0.5	0.0	0.0	-0.0013963333333333332
0.52	0.0	0.0	-0.04496633333333334
0.54	0.0	0.0	-0.09251666666666666
0.56	0.0	0.0	-0.13564133333333334
