N,α,λ,nsamples,t,t_err,E,E_err,Δ0,Δ0_err
120,0.1,0.05,1000,21.994999999999994,0.0022315868748448765,-2.0000034548900927,1.3128800225689405e-8,0.9949728552483443,0.004119074203333494
120,0.1,0.06,1000,22.002000000000006,0.0014135055705578293,-1.6666701244677031,1.3615376973175444e-8,0.9969157169488996,0.004048354110138073
120,0.1,0.07,1000,22.228000000000012,0.013273740700804431,-1.4285748745383502,1.3557108927984741e-8,1.002867860227953,0.00413759308133448
120,0.1,0.08,1000,22.96199999999997,0.008283998106266377,-1.2500034702974079,1.3801531395397777e-8,0.9933579982829065,0.003945373439811164
120,0.1,0.09,1000,23.251000000000005,0.01871762135927934,-1.1108006899121925,0.0003139108447461305,0.9928548260620085,0.004247206445064271
120,0.1,0.1,1000,24.127999999999975,0.07201946127820456,-0.9991005634211176,0.0005211028359273547,0.9931708524742459,0.004372802535617984
120,0.1,0.11,1000,25.63499999999998,0.26877875105189597,-0.9003185672376725,0.001486206628379212,0.9522652278610424,0.006750905207597205
120,0.1,0.12,1000,26.932999999999993,0.26538828523870833,-0.8021541153829851,0.0024862889676527853,0.8376035733770966,0.011001620516050685
120,0.1,0.13,1000,27.030000000000005,0.459046646675285,-0.7101185586156938,0.002884347397795057,0.6505764936513132,0.013826184949015219
120,0.1,0.14,1000,24.700000000000003,0.44831795523823137,-0.6316578672096991,0.0027083931677170207,0.43434444906399844,0.014255365432086324
120,0.1,0.15,1000,21.915,0.4746230525817743,-0.5705431885681329,0.002351305800677871,0.2535516794700198,0.012421495970707101
120,0.1,0.16,1000,17.368000000000006,0.44927098773504226,-0.5330953610478345,0.001973067692697249,0.11744512959483876,0.009030385042133144
120,0.1,0.17,1000,13.541999999999996,0.386006783926445,-0.5154914884969517,0.0018031259724998804,0.0535414428476561,0.006222376004166527
120,0.1,0.18,1000,10.972000000000003,0.27329820326505616,-0.507467080107457,0.0018959823712030991,0.03109189589319616,0.0046959654041492755
120,0.1,0.19,1000,8.606000000000016,0.21393581404835538,-0.5020603492609896,0.001959226578230153,0.009067574805637826,0.0024984662116612592
120,0.1,0.2,1000,6.992000000000004,0.1755356053589946,-0.5001340418410853,0.002045817477231726,0.003217388298479172,0.0014311964082656533
120,0.1,0.21,1000,5.5690000000000035,0.12388941676990653,-0.4984087401245306,0.0020914698851642395,0.0006398683100806348,0.000636580521830196
120,0.1,0.22,1000,4.496999999999985,0.12245401580179392,-0.5000609610099668,0.002113608106412128,0.0018840248746532448,0.0010860660420716304
120,0.1,0.23,1000,3.5130000000000003,0.09204511558634333,-0.49882920264230635,0.0020482584203839415,3.492428205480016e-7,1.864464414177481e-7
120,0.1,0.24,1000,2.7140000000000026,0.07964010639462102,-0.4996972416246942,0.002008598762819846,1.994587732782019e-7,9.837199611447697e-8
120,0.1,0.25,1000,2.170000000000007,0.07760878251282599,-0.499801883035474,0.0019665029822081292,0.00057242266429461,0.0005724038686590367
120,0.1,0.26,1000,1.8100000000000005,0.05694860088837253,-0.501679881942207,0.0020522704232112466,4.8028659604068905e-8,3.509133344497365e-8
120,0.1,0.27,1000,1.5679999999999983,0.048349909138629334,-0.5019077848034307,0.0021254203322258742,3.425512247811582e-8,2.2927458556249926e-8
120,0.1,0.28,1000,1.352,0.03557191815690237,-0.5017681065967977,0.0020726080496243303,3.1131763487855213e-10,1.0934023950494628e-10
120,0.1,0.29,1000,1.2259999999999995,0.02838537880194185,-0.5003674150629108,0.002049774793745656,1.805508885465982e-10,7.000496082035978e-11
120,0.1,0.3,1000,1.1299999999999986,0.020236341307398167,-0.49959416245188504,0.0019752574239537126,5.613066549852277e-11,2.3828877265085567e-11
120,0.1,0.31,1000,1.0889999999999997,0.014327745261704104,-0.5010539173302182,0.002041990187087608,4.230682937605885e-12,1.727681324440203e-12
120,0.1,0.32,1000,1.055,0.01349656093814855,-0.49972865826938073,0.0020441231736785326,1.1572425331470721e-11,6.368925083492979e-12
120,0.1,0.33,1000,1.049000000000001,0.01337078074675439,-0.4984479861309757,0.001997493540217909,1.0945841529108929e-11,6.265877631041958e-12
120,0.1,0.34,1000,1.028,0.008443179927449569,-0.49968140271838285,0.002097334598617229,1.0025766127212965e-12,5.131421361042281e-13
120,0.1,0.35,1000,1.029,0.010689867785584313,-0.49837677081005044,0.002130696940223378,2.1857985508579168e-11,1.772439750568897e-11
