N,α,λ,nsamples,t,t_err,E,E_err,Δ0,Δ0_err
30,0.4,1.0,1000,17.490000000000016,0.3535348453644802,-0.7068822848624756,0.0057078965193049095,0.46934381837088585,0.017348296506578924
30,0.4,0.9,1000,20.062000000000005,0.5372548732201496,-0.7399048008118634,0.005834598555239724,0.5526364142417091,0.01805932030754018
30,0.4,0.1,1000,23.10500000000001,0.009903184996407651,-4.000003838000285,2.8471107269810217e-8,0.9959314595121468,0.008043639979708028
30,0.4,0.8,1000,25.15399999999998,0.7496374058438117,-0.7266046890774519,0.005791538677613936,0.5385626417037351,0.017705920614376088
30,0.4,0.2,1000,26.799999999999994,0.01265543994336666,-2.000004055316269,3.068238512838755e-8,0.9856604554647309,0.00788773754665035
30,0.4,0.3,1000,31.150000000000006,0.026762216205243855,-1.332815303853788,0.0003722695975932416,0.9925816879454391,0.008218619572620371
30,0.4,0.4,1000,37.41099999999999,0.30494108950429755,-0.9950863871117467,0.0009274486095075539,0.9553502596721681,0.008746204044735889
30,0.4,0.7,1000,40.187000000000005,0.949892797807904,-0.6844390463764529,0.0051792301395271,0.556329975348498,0.015526352912031995
30,0.4,0.5,1000,43.391000000000005,0.4180081935199954,-0.7940984459133071,0.0014340564774767883,0.8157467083860028,0.011247061804671473
30,0.4,0.6,1000,45.100999999999985,0.67676791724624,-0.6936464229765492,0.0032534854624820734,0.6470154546490012,0.013459603776013749
