N,α,λ,nsamples,t,t_err,E,E_err,Δ0,Δ0_err
25,0.4,0.1,1000,23.140999999999984,0.011191257491642471,-4.000016482392277,2.2367392189608468e-7,1.0030280966750131,0.008853632133349493
25,0.4,0.2,1000,26.81199999999999,0.013297850684709645,-2.0000243168453085,2.611640736910771e-7,1.0000435795327771,0.009063603176197274
25,0.4,0.3,1000,31.425000000000022,0.06457976111403281,-1.3323530252158244,0.0005291059593828214,0.9990384226742256,0.00903061226067512
25,0.4,0.4,1000,37.37699999999999,0.16413351519665573,-0.9967987235852772,0.0008344658689814475,0.9347405459541774,0.009555532722943258
25,0.4,0.5,1000,43.63800000000005,0.457786549086498,-0.7990769700932303,0.00178219025438548,0.7957829602044116,0.011933956996077416
25,0.4,0.6,1000,46.356000000000016,0.7116710895770189,-0.7159838474672685,0.004000701538657231,0.6965317934452181,0.013987461529724009
25,0.4,0.7,1000,37.39699999999999,0.8994066506999614,-0.7330618204738854,0.005742162103013357,0.640163229408486,0.016767049994329247
25,0.4,0.8,1000,26.670000000000027,0.8332378924325188,-0.7492562762441088,0.005644850403217199,0.5937689288413018,0.01808713091310244
25,0.4,0.9,1000,20.436999999999987,0.5978239075383526,-0.7419360809162563,0.005522315001726899,0.5533179584551838,0.018163907059078922
25,0.4,1.0,1000,17.819000000000003,0.3385274580293891,-0.7257251714334724,0.0055436384451235535,0.5019177179411144,0.017705062923148
